comment_id,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50,pc_51,pc_52,pc_53,pc_54,pc_55,pc_56,pc_57,pc_58,pc_59,pc_60,pc_61,pc_62,pc_63,pc_64,pc_65,pc_66,pc_67,pc_68,pc_69,pc_70,pc_71,pc_72,pc_73,pc_74,pc_75,pc_76,pc_77,pc_78,pc_79,pc_80,pc_81,pc_82,pc_83,pc_84,pc_85,pc_86,pc_87,pc_88,pc_89,pc_90,pc_91,pc_92,pc_93,pc_94,pc_95,pc_96,pc_97,pc_98,pc_99,pc_100,pc_101,pc_102,pc_103,pc_104,pc_105,pc_106,pc_107,pc_108,pc_109,pc_110,pc_111,pc_112,pc_113,pc_114,pc_115,pc_116,pc_117,pc_118,pc_119,pc_120,pc_121,pc_122,pc_123,pc_124,pc_125,pc_126,pc_127,pc_128,pc_129,pc_130,pc_131,pc_132,pc_133,pc_134,pc_135,pc_136,pc_137,pc_138,pc_139,pc_140,pc_141,pc_142,pc_143,pc_144,pc_145,pc_146,pc_147,pc_148,pc_149,pc_150,pc_151,pc_152,pc_153,pc_154,pc_155,pc_156,pc_157,pc_158,pc_159,pc_160,pc_161,pc_162,pc_163,pc_164,pc_165,pc_166,pc_167,pc_168,pc_169,pc_170,pc_171,pc_172,pc_173,pc_174,pc_175,pc_176,pc_177,pc_178
17090,6.5931854,1.661587,0.7173803,0.46086383,-3.4500885,-0.11980042,3.8001046,1.1534134,-0.4241451,-0.17465267,-1.3216058,-2.9475143,-1.4357361,-0.28179297,2.2429748,-0.69154894,-5.0913825,1.8029443,1.8908998,-1.4595793,1.0462029,-1.0870453,-1.1559399,-0.64604944,3.0424356,-2.2147255,0.7817565,1.7585287,1.1201175,-0.15262462,-1.845468,-2.1369634,1.1942825,-1.2351041,3.3289661,0.6381051,0.5923472,-1.3484067,0.5805069,-0.826473,1.9736418,1.1709214,-0.75521696,-0.17191458,1.5406008,-2.2647963,1.7652469,1.0766695,2.263182,-0.8165006,-0.9676945,-0.7348029,-0.25595164,1.7835864,0.31930614,-0.72924685,0.8172408,-1.0663631,2.4467108,1.2021872,-2.0260427,2.3941224,2.7984946,-1.8845959,0.5221938,1.8462183,-1.4357458,3.214114,-0.37613747,-1.1757963,-1.6847711,-0.48246658,-0.45608744,1.3076502,-1.721487,4.167612,-0.9721033,-0.12183815,-1.2096875,0.5713967,-1.8035836,-0.19506022,-3.1490417,0.31136084,0.53452647,-0.24368119,-0.65883064,-1.9071236,1.5698397,1.3826339,3.3070626,-1.2960355,-1.441064,0.29446438,3.1477804,-1.0324609,-1.5451148,0.7085362,0.6746379,1.9445021,1.1405503,0.5016539,0.7865661,-0.75431013,1.5283756,-0.7553083,1.4237647,-1.6637827,-1.4253416,-0.7115408,-1.129362,-0.117340945,-0.10419899,-0.9429435,0.99604106,-1.0942938,0.86303854,-0.5305763,2.2146025,-0.44861183,2.470819,-0.14657931,0.3245846,-0.11067676,1.1670617,1.157589,0.3930071,-0.85728794,0.16902564,0.4419044,0.17041738,1.7323093,-1.9801683,-1.819102,-0.6483184,1.1196394,-0.06404878,1.2437831,-1.1537461,0.7475464,0.36019227,0.03369431,-0.1411368,-0.05438659,-0.8755989,0.6080494,1.3418535,0.06223965,-0.009660151,-0.46575412,-0.24962746,-1.3845239,-0.19571249,2.1530075,-1.0353575,-1.2350067,-1.496941,0.3851827,0.49045092,-0.37187567,0.58921766,0.27032757,-0.97936356,0.6462341,0.06425831,0.3119644,-0.5659658,-0.6276836,-0.60057735,-1.0117774,0.42606127,0.9000111,-0.37028757,0.60936254,-0.06726059,0.04935219,0.86850154,-0.598835,0.368935
26214,-4.151908,1.250062,2.5132387,1.6700627,1.9748485,-4.9170847,-0.23893099,-2.5156727,0.5814549,-5.7062693,0.0031047058,-0.82365304,-0.51692516,1.6279325,-0.29510975,-3.1189563,-1.2323842,0.97047424,1.5466702,-0.6073531,1.8433385,0.6522978,1.4199817,1.9457881,1.497317,0.82979137,-2.0891414,-0.016189562,1.173985,1.5304244,-0.84804463,-0.709764,-1.6289465,0.114345595,0.19001251,-2.648353,1.7385416,1.7228603,2.9013329,-1.2230331,-0.6469959,-0.5382947,-0.9809764,0.9031047,-2.9854639,0.99695796,-0.06554759,-0.7844722,0.14059803,2.5153036,0.45688328,-0.5435461,-1.0005411,-1.9726979,1.1032981,1.1917732,-0.44515166,0.2831379,-0.28404054,1.1108973,-0.29258686,-0.50815785,0.14318298,1.7325091,0.57710826,0.2043319,-0.7012954,0.062114622,0.83959204,1.1633861,1.7200629,-0.08310507,0.9877349,-0.5723854,-0.42653805,-1.0211715,-1.7235633,1.763524,-0.4953519,-0.37448883,0.6142953,0.50995237,-0.2927242,0.86154425,0.16099894,-0.18343401,0.31291452,0.1497922,-0.22424191,0.23520498,-0.85427535,-0.64035696,0.76313406,1.7502891,1.2031934,0.60307765,0.48616678,-1.2297212,-1.1828578,-0.9990834,0.46459338,0.9877175,-0.4412622,0.7708205,0.668136,-0.4324269,0.48993856,0.7370009,-0.82729656,0.79019624,-1.0737653,-0.60778004,-0.8858206,-0.3417038,-2.2694316,-0.74133795,0.16662897,-0.09282038,0.32722983,0.52694964,-2.5277073,2.052494,0.81703025,-0.9814815,-0.8618048,-0.29447758,-1.0054551,0.06377293,0.12659559,0.33562723,0.8862238,0.27769804,0.528424,0.49877825,-0.15865357,-0.54323846,-0.07796849,-0.15261954,0.8930493,-0.73785067,-0.5509836,0.18572125,-0.35400954,0.49321228,0.59707063,-2.014825,0.12194793,0.03461465,1.0553175,-0.39055884,-0.51934946,-0.39621556,0.42516217,0.8172031,-0.69866997,0.27843514,-0.3538438,-0.30416852,0.88577616,-0.15950222,0.106026225,0.8006631,-0.3256691,1.0843602,0.8783215,0.31127638,0.4045051,-0.12563902,0.7626093,-0.031985793,-0.4538252,0.9673618,0.24245141,1.4607298,-0.6894978,0.6140498,0.3279545,-0.55580187,0.38597035
46846,1.7956665,1.9652767,7.420946,-0.21891332,3.8873096,6.866676,1.4844887,2.2416036,4.0821,2.9823103,0.4117536,4.865922,-2.8102665,3.1813426,-0.01275175,0.5827433,2.7393317,-1.6972628,0.9727166,1.021328,-1.7368253,-0.5234671,-1.6044831,-1.4472165,1.8349342,1.1894562,3.1903286,1.5071969,-2.1713624,-0.22367068,3.446537,3.49545,1.9698298,-2.4223855,-3.8531513,1.9323804,1.3772645,1.5879264,4.107829,0.27097547,-1.393368,1.2080052,1.0912662,-2.606537,0.49981332,0.49105102,1.766289,1.7725012,1.8938042,-1.7780491,-2.1371493,1.0327926,-1.176563,0.017828915,-0.24843735,1.6149256,2.1221018,-2.8800554,2.5071943,2.075325,2.079242,-0.28311214,-0.27807462,0.81115746,2.0300596,-0.24705848,-0.63606226,0.74582595,0.63688695,1.5385349,-0.8985401,-2.098761,-0.55249155,0.026588963,-0.5661775,-1.6792165,-2.46151,-2.5463278,-0.4309557,-0.030327661,0.3906941,2.5031054,0.359797,-0.3480167,2.0899231,0.53707314,-1.3665571,-0.8266477,0.7893454,-2.7922053,-0.08364122,-1.2152733,0.5551439,0.092639245,-1.2142539,-1.3034372,-0.24084271,0.84675264,-1.9450337,-1.3720946,-1.1573589,0.99443686,-0.28639853,2.8745625,-1.7956803,-1.4461513,-0.79652166,0.17258614,-0.45789117,-0.67788565,0.665972,-1.058255,-1.2272909,-1.0570066,-0.4075499,-0.97561574,1.2379048,1.1135967,-0.49888232,0.17443599,0.3585136,0.19716252,0.28358316,0.94767827,0.82240164,1.732145,1.9193797,-0.17052242,-0.18646492,-0.22067875,1.0275598,-0.14664528,-1.1217088,1.0667013,0.12334212,-0.09286945,0.11520691,-0.72615266,-1.1585262,-0.76825243,0.28971106,-0.9481452,-0.017338278,2.6859345,-1.4855211,0.3653229,-0.19458394,0.6397355,0.56713957,-2.5004077,-0.706168,1.3434336,1.9087172,2.2281137,-0.05501772,0.40916818,0.9448312,-1.3104968,-1.386234,-0.778807,0.15216744,-0.6583858,-0.36019155,-1.0515493,0.30577916,0.5140417,0.15670626,-0.009493942,-0.38930032,-0.91190803,0.10729226,0.007642911,-0.30281046,-0.035770062,0.9421426,0.6619618,2.477098,-0.37053266,0.7897103
42264,-1.3560581,-6.435592,1.9218884,-0.66253597,5.3008666,5.9397707,-3.1590488,-0.20239538,3.8667378,0.9767955,0.3061579,1.3348371,-6.11934,-3.685998,-2.2080934,-1.9028131,0.15388829,0.20917234,-2.5572007,-0.20403032,-0.36964297,-1.6772913,0.15760548,1.2835162,3.4352381,0.41988906,3.461389,0.90766543,0.11844931,-4.4464607,-1.4117092,1.2496859,0.7616414,1.3134408,-1.1375217,-3.2903295,0.9775071,0.58006704,0.88844436,-0.99549866,-0.02921303,1.4239833,-2.2099688,-0.8163557,-0.32598,0.22838311,-1.5902643,-1.8684821,-1.3050163,-0.68386006,-1.9096236,-2.4686222,0.8716152,0.8582962,-1.3883884,-0.08116425,-2.3919644,1.7808876,-2.3685184,0.65622324,0.5627968,-1.2747287,1.3557932,-0.70419145,1.0325105,-0.72401214,-0.70465297,-0.8814219,-0.7719637,-0.5331483,-0.148704,0.5531553,1.141803,-0.36317277,2.3045049,1.1222047,1.4780321,0.7235314,-0.03391371,-1.2398307,1.6690981,0.81489426,-0.8704095,-1.1330652,1.5783129,-0.27535072,-0.45499656,-1.2323312,1.1962856,-0.99547076,0.88397956,0.19266187,-0.5521777,-0.101153634,-1.7010195,0.3068539,0.6458501,-0.038580578,-2.1475859,0.083303005,-1.650464,0.6052255,-0.18098427,0.7698146,-1.8062296,-1.0537235,-0.36711,-2.3356402,0.26461014,1.6484938,0.0054288427,0.14257248,0.9047434,1.3564184,0.4290308,0.70466155,0.18125573,-0.05789803,-0.6051234,0.9272115,0.40600508,0.084912665,0.69170874,-0.6966058,0.68987954,0.20572543,-1.5649059,5.447777e-05,-1.0693582,-0.7356635,-0.3233319,2.088432,-0.36193013,0.57642233,1.5056273,1.2015128,-0.64073884,-0.57133925,-0.06451856,0.40711293,-1.0788947,-1.0915003,0.16130236,-0.08291104,-0.21534474,-0.08488082,0.57348377,0.7710936,-1.0323658,0.38140517,-0.20545375,0.23770711,-0.361064,0.12504986,1.0940754,0.033941083,-0.8257878,0.6910925,-1.0591736,0.6775427,-0.42877007,-0.43623838,0.72580326,-0.026258849,1.0663309,0.50660664,-0.7306546,-0.5404872,0.6710533,-0.6051499,-0.2549909,0.15485351,0.59203714,-0.011608843,0.49949414,-0.74475396,0.20990509,1.1250825,0.19598843
34131,-0.9161,4.611547,-0.018749828,-1.8250269,2.5460358,-1.0427351,0.26431337,0.5419995,-0.22729202,-3.4598126,-5.036876,2.1187406,-0.071834035,-2.7667208,-1.7935042,0.97310203,1.2824423,0.32142156,1.6767213,-1.8653746,1.4621627,4.9441175,0.96441233,1.8835828,-1.3902928,-0.44709724,0.850667,-1.0345008,0.73545015,1.1419775,-0.03979913,0.26301327,2.1856265,4.0886035,0.017301062,-1.4436414,1.652521,-1.519363,0.5443051,0.7616399,-0.3502561,-0.20358746,-0.7777571,0.8776443,-0.4212988,2.0292704,-3.125567,0.41826582,0.45662028,-0.94906163,-0.67843664,-0.98738503,1.0631111,-2.532711,0.14893293,-1.3874425,0.13171308,0.5060267,-1.1129212,0.0736605,0.2783153,-0.24416426,-0.5569021,-1.6609685,-0.34814936,0.118446805,-1.1167678,-0.2817615,1.2347392,-2.2059302,2.275196,-0.020415591,-0.21987829,1.2782655,2.1120296,0.9651884,-0.6290671,1.2118673,-0.14181845,-1.0801668,0.39203888,-0.5957698,-1.034395,1.7022499,-0.87991333,0.5134549,-0.48409152,-2.2346168,-1.0786527,1.0841569,-0.9127105,0.43504915,0.18976068,0.3554866,-0.00074709614,-0.91059655,0.90688264,-1.8678948,0.9882779,-1.288948,0.8176296,-0.41089666,0.08075321,0.38798642,-0.584898,0.8261554,-0.25031424,-0.6825975,-1.5207644,-0.9330749,0.71503246,0.9430522,1.1880021,-0.7817837,-1.6518292,-1.1350932,0.24727872,0.6035683,-0.2085744,0.41385227,-1.9026351,1.9654965,-0.47945738,0.7242413,-0.7453031,0.2883228,0.815005,0.09596825,-0.3083163,0.65533745,-0.16890068,0.00711626,-0.7907893,0.44133767,-1.0144176,0.5491483,0.15221223,1.2537743,-0.84900427,0.9781016,0.36950222,-1.1828959,0.20460886,-0.33253646,1.0556817,1.5481486,-0.55625606,-0.45415124,0.25904655,0.16680384,0.14813353,1.5101423,-0.68555856,-0.38450605,-0.5631834,0.19484915,0.34501076,-0.7670964,-0.8193591,-0.23451209,0.281796,-0.5402104,1.5162122,1.9020422,1.136469,0.10322808,-0.004345424,-0.16462703,0.15229493,-0.8925729,0.83746564,-0.38485864,0.10080727,0.6026983,-1.6314673,-0.06803554,-0.91539705,0.53078187,0.49346745
41554,-2.7110348,6.8353653,3.336362,-4.839593,-2.0621195,1.3699067,3.8287191,-1.4966849,-1.253405,0.11295164,-2.144035,6.756934,1.2919167,0.0069194427,-2.2170348,-0.26450986,0.32432225,2.786942,1.5593882,-0.3510872,-2.7645872,-0.9586309,-1.1787887,-1.3344051,0.66734874,0.9716628,1.0365796,-0.4874661,-4.6755524,1.8590444,2.4413579,0.04693854,0.78215253,-3.482624,1.5606339,0.32676136,0.43007666,-1.1348041,2.256947,0.19845161,0.8233581,-0.8887731,-1.881809,-0.8323839,-1.7994666,1.8645643,0.8951429,1.51365,-0.31872275,-0.3357018,0.92813843,1.2861335,0.18226366,-0.61311,0.8227407,2.5129309,-1.803863,-0.8568217,-1.3810196,0.8621249,2.1214914,-1.4369953,-2.3084948,-1.1565349,0.39799592,-0.80202425,-0.53694123,0.047373574,1.3981458,1.5880466,-1.7747412,1.8844056,-1.0022191,-0.5841009,-0.7928676,0.22234406,0.072194815,0.019224111,-0.17378066,-0.1096008,-0.39732432,0.61123204,1.0102149,-1.0043416,0.4436398,0.55079174,-0.92250127,0.11739865,-0.8713261,-0.07898117,-0.6602262,-0.7134931,0.29882526,0.36833778,-1.1514808,-0.3712116,1.0246826,0.4447468,-0.7962929,0.82736945,0.4048047,-0.09643187,0.6985201,0.31324136,-1.1031549,-0.27309796,0.82507867,-0.489104,-0.90957874,-0.68167144,1.1358193,-0.60865337,-0.36729455,0.84913605,-0.5787139,0.09684295,1.3394239,1.0768473,2.102617,0.29371187,1.1448075,0.72584903,-0.86647016,-0.12809134,0.8899837,0.8198289,0.9679137,-0.122831404,0.6578406,-0.24051079,0.42398328,0.13876623,0.806416,1.0300181,1.1023824,-1.3741723,0.076646104,0.66833544,-0.15382098,-0.0596884,-1.156582,0.5674208,0.86139035,-0.38251162,-0.6368202,-0.13019675,0.39820936,-0.016648944,-0.5728757,-0.297366,-0.36620516,-0.39856556,-0.09429143,1.8268952,-0.5879485,1.2223902,-0.4977771,-1.1914922,-0.4646112,-1.6444501,-0.040870197,0.392689,-0.2781217,0.061641272,-0.6235396,1.1805887,-0.20111495,0.6984664,-0.6863704,0.71672636,1.4703722,-0.9645057,0.3733165,1.0153418,0.12859191,-0.46174014,0.18325311,-0.6034763,-0.34973693
43431,-4.8804045,-4.020263,-4.527603,-1.8815509,2.4379644,0.13748772,-0.33163738,4.0080733,-0.89243126,-0.28236848,-2.848485,0.095364444,-0.8836067,1.4631155,-1.1869707,0.95524615,3.1017637,-2.1808088,-1.334587,-4.204055,3.4733455,-3.9823837,0.7533164,-1.2996082,0.3612034,0.7634535,-1.2511402,-1.2420254,-0.48519623,-0.8476492,0.8654678,0.5631045,1.6819232,0.87336606,0.3694597,2.0413468,-0.16893786,1.3254101,1.2936535,-0.76242614,-1.4875258,0.17611872,0.48729697,-0.051095665,1.3815625,0.15967889,-0.23569153,1.885513,-0.8346577,1.5089774,0.8063711,0.10410643,-0.09195701,0.95073134,2.1366665,-0.2966045,1.627955,0.38008568,-0.5910449,-1.6829959,-1.2259178,-0.7627523,0.78982437,-1.9332287,-1.1249998,0.84405386,-1.6020033,-0.8781811,-0.59621525,-1.3055127,1.7133602,-0.35265365,-0.4958014,-1.2166556,-0.9770566,-0.6330166,-0.75796545,-1.1719806,-0.4913856,-0.26916644,-1.7678651,-1.3479741,-0.70412374,-0.77119315,-0.8420516,-1.2074805,-0.6304437,-0.9169443,0.97752404,0.71731323,-0.13047515,-0.79879427,-0.5764935,0.2037754,-0.57819694,-0.8141773,-0.6902584,-0.52566063,-0.22882341,-0.26882973,1.2744976,-0.4185214,0.070727214,-1.0433295,1.3319582,-0.5213491,-1.2522495,0.7489038,-0.5634288,1.1455706,-0.75104946,-0.233407,-0.9818125,0.8737508,-1.3396401,-0.6260957,1.867506,-0.6479325,-0.8395169,0.083014935,0.30623212,-0.13093783,0.005880262,0.8169647,0.49064246,0.35885298,0.42169577,0.13136059,-1.2520835,-1.2350744,0.6317522,-0.59334046,-0.28303772,-0.93601036,0.73885345,-1.7063098,-1.0370424,-0.12627262,-0.64573264,-1.0455812,-0.67004627,0.58435154,1.4166124,1.973309,-0.20969328,0.51051295,0.55235875,-1.5806938,-0.28102463,-1.2302784,0.45158434,-0.0860854,-0.11999652,-1.2119157,-0.29007012,0.2995021,-0.46173579,0.22036746,0.03632932,-0.63062596,-0.96145344,0.1770011,-0.6670741,0.34788594,0.24988362,-0.99659896,0.6289199,0.6186264,0.12861556,0.7298274,-0.025589563,-0.2344986,-0.5248632,-0.37129706,0.3279446,-0.57177514,-0.3773284,-0.63484204,0.6985421
40697,-2.8947868,-5.6826577,0.21237111,-4.1772285,-2.9573965,-3.1289482,0.96930647,-1.6657035,3.8293195,0.6766772,-1.0833893,1.3024269,-1.0577785,1.2268904,-0.32103246,1.9262826,2.8061166,-0.09798897,-2.1197326,0.65292645,5.7248054,0.13000003,2.7011185,-2.2664034,0.27486536,1.0138795,-1.1517811,-0.49920473,2.1270924,-0.25926226,0.7370339,1.4809359,-1.0904069,0.35300362,-0.16773641,0.393597,2.0971212,-2.6473935,0.5643022,-1.1788384,0.22504742,0.28367543,-1.4989955,0.22110754,0.50176114,0.7086998,1.1920598,-0.4970029,-2.6497424,-2.3933027,-1.5146501,0.75718045,-2.4682162,-0.68383175,-1.0644543,-0.06724734,0.91005695,-0.18889432,-0.2684254,-0.19313344,-0.016660245,-0.16478202,-0.13867418,-0.37172428,-0.39688796,0.64067185,-0.22323424,0.91478676,-0.0009883685,1.2638578,1.1944338,1.3899031,0.5108447,-0.9294667,1.4752307,-0.86229444,1.4092097,-1.259732,-0.38257027,-1.6664737,-0.05361996,0.27645764,0.82811904,-1.0609746,-1.59976,1.4736516,1.9365126,0.2619307,2.0722232,-0.49651492,1.6461898,1.9960601,1.8005221,-0.38226727,-1.2227129,2.7429593,0.9605608,1.7421416,-0.1579052,-0.12466362,-0.8823944,-0.16911376,1.7626396,-1.0943577,-1.5654991,-0.23088206,-1.2790318,0.64728844,0.5935997,-0.5869834,1.1674777,0.642941,-0.7904067,0.6873242,-0.60426736,0.5514618,-0.25314817,0.9571212,1.8215678,-0.4586435,0.49116433,-0.20189415,-0.08490843,0.33209845,0.5498246,0.018769128,-0.73156,0.47799718,0.41904116,-0.23384482,-0.15864487,0.6037266,-0.29690588,0.42723513,-0.77424437,-0.32814938,1.4949261,-0.023761874,-0.9133678,-0.4604819,-1.1474794,0.1406623,2.88909,0.16727209,-0.32627207,-2.1721501,-0.08997245,-1.3122147,0.4018827,0.38647807,0.43737486,0.024154788,-0.73364216,1.4168315,0.6007229,0.1665288,0.54288095,-0.10224071,-0.1696719,0.09363748,-0.8503773,0.50734603,-1.5299168,-0.76240814,1.2960775,1.4044256,0.35134596,-1.5917861,0.48557055,0.67377985,-0.09871627,1.7758652,1.1960601,-0.12553853,-0.5550654,-1.0677627,-0.69906175,1.2388589,-0.53047925
38937,-5.516223,4.9609795,1.5433507,4.2903137,-3.1683857,1.1344476,3.0813398,-3.9333432,1.2613724,4.8142347,-0.9454673,3.5976279,-0.10923349,5.127514,-0.42930293,-1.7812188,0.16959593,0.19624224,-3.6727886,3.415594,-0.20959713,-0.5771756,0.9429758,-1.470324,-0.08065607,-0.36695608,-3.0683448,-4.1020417,0.3189989,-1.1727715,-0.4822457,1.3139393,0.04323613,0.17888987,-0.09596463,-0.96871746,-3.269085,1.1868474,1.1497012,-0.7693923,-0.50070846,0.80304444,-1.2446946,1.2739838,1.6015601,0.12629385,-0.5341099,-0.09751608,-0.7898711,-0.3865078,-1.783082,-1.1310261,-0.12789893,0.32533646,0.3196545,-0.18934268,0.18923724,1.2547009,4.150583,-0.71531695,0.55842066,1.1147774,2.2586272,0.96785617,0.6002378,-0.38363135,1.0911353,0.97055197,0.35674554,0.12814921,-0.40047354,-0.5657072,-0.85661197,0.3411474,0.36519623,0.6200549,-1.0587109,0.6304858,-0.83839476,0.6257948,0.25106627,0.18960789,-1.0406866,0.10946179,0.4826523,2.2045352,0.08653677,0.0068156575,0.42504507,0.8234347,0.73665833,-0.049651884,1.0499343,0.6923015,-0.914731,0.64299095,1.1545709,-0.13706528,-0.40499562,0.3879999,-0.089115426,0.29059377,1.6615717,0.16463529,0.29556236,0.014463711,0.97556293,0.032496516,-0.43236983,-0.49317428,1.047504,0.9968868,-0.06318757,-0.2241023,-0.75738275,0.27021554,0.028378095,-0.11544616,-0.3157055,0.66165316,0.5089537,-1.1725122,0.29748648,0.8974134,-0.8568337,-0.10883866,0.20808691,0.2025106,-0.72351074,0.6978238,1.7191243,0.6847586,0.43277878,0.09604996,0.84034765,-0.5635011,0.31065798,-0.6362901,0.25598526,0.32927823,-1.2661624,-0.28021812,1.621005,-0.23814154,0.8429395,0.82546246,1.0947133,-0.35060528,-0.2313365,0.69976306,0.6999649,-0.36679807,-1.2219524,-1.0161152,-0.06998666,-1.3548486,-0.46777806,-0.23658879,0.35375798,-0.4966359,0.8829791,-0.7813157,1.3316383,-0.5718365,-0.46925202,0.62419873,-0.2484603,0.28187087,0.31006366,0.05838304,-1.042094,0.4314073,-0.7118956,-0.98548234,-1.0334108,0.45689914,0.2106401,0.23923054,0.25556362
25695,-0.8112062,-2.2352152,6.5168767,1.5689199,2.6503549,-3.6762702,1.741104,0.40055525,0.97101665,-2.284638,1.2392429,-1.8564234,2.4400535,-0.6218187,-1.0628929,1.4780438,-2.565567,0.29885316,2.6321144,1.0049095,0.49029964,-0.06476107,2.068286,-1.0004447,1.5170578,-2.6151443,-0.2971903,-2.210987,-0.68509555,2.013096,-0.4890891,-2.2643342,-2.3041625,0.20656407,2.4464574,1.0548743,2.2718058,-2.394811,-1.7699957,1.2956612,-3.232829,0.25392005,0.44176516,1.2076466,2.3557525,0.25169706,0.98418695,-1.482486,0.45440346,-0.36232963,-0.6441895,-1.8656332,-0.8298364,-0.76016957,0.021008832,-0.043021422,2.0404356,1.7788835,-1.4166083,-0.7485838,2.4546037,0.1353834,1.915899,0.8325392,1.1342118,-1.9347076,2.8260949,-1.9028741,0.7461922,1.8305318,1.6328697,0.028965535,1.0886877,-0.01975043,1.1185508,-2.9750433,0.5033045,-1.8620243,-1.3239604,1.1332841,-2.1278129,4.691661,0.7136477,2.9133282,0.249719,-1.7318349,-0.35777438,-0.4503342,1.6274779,1.7342355,-1.1869777,-0.58843255,-0.15833971,-1.5204159,-1.583749,1.4912056,0.3651735,-0.08609364,2.2805774,0.29953378,0.48233902,0.41722986,-1.4615905,-2.001826,1.133653,-1.6095824,0.5060136,2.239798,2.330492,-2.162081,0.24711455,1.5582262,1.3598039,-1.5097122,-0.59281135,0.2869491,1.3892956,-0.80940485,0.50335604,0.7840062,-0.32329193,0.07108795,0.92401266,0.29464173,-0.29682162,-0.37871578,-1.0098808,-0.35396498,-0.60761034,-0.9138706,0.6168285,0.5345382,-0.5376851,1.0939337,0.18882446,-1.5340322,0.61070204,-0.48016143,-0.09037181,-0.17445557,-1.345063,0.81262934,-0.04004148,0.7560575,-0.5847467,0.4470099,-1.8984139,-0.89088154,-0.5643052,-0.53495455,-1.2121462,0.24316892,0.09896357,-0.3722982,-0.34763575,0.016756557,-0.92131174,1.3382564,0.70247775,0.16828887,0.76248753,-0.22052798,0.25286382,0.25321,-0.42550915,0.4338887,0.5939049,-0.8226606,0.8418864,0.3825713,0.9522233,0.16130511,1.0835404,-0.0888393,-0.4328323,-0.45419917,0.4683587,-0.87572026,-0.16598798
