comment_id,block,code_id,label
28379,I_4,E6ISRAELLOYALTY,N
28379,I_4,E6GLOBALLOYALTY,N
28379,I_4,E7JEWISHRIGHTS,N
28379,I_4,E7ISRAELRACIST,N
28379,I_4,E8DOUBLESTANDARD,N
28379,I_4,E8UNIQUEDEMAND,N
28379,I_4,E9CLASSICSYMBOL,N
28379,I_4,E9JESUSKILLING,N
28379,I_4,E9BLOODLIBEL,N
28379,I_4,E9CHARACTERIZEISRAEL,N
28379,I_4,E10ISRAELNAZI,N
28379,I_4,E11COLLECTIVEBLAME,N
37875,I_4,E6ISRAELLOYALTY,N
37875,I_4,E6GLOBALLOYALTY,N
37875,I_4,E7JEWISHRIGHTS,N
37875,I_4,E7ISRAELRACIST,N
37875,I_4,E8DOUBLESTANDARD,N
37875,I_4,E8UNIQUEDEMAND,N
37875,I_4,E9CLASSICSYMBOL,N
37875,I_4,E9JESUSKILLING,N
37875,I_4,E9BLOODLIBEL,N
37875,I_4,E9CHARACTERIZEISRAEL,N
37875,I_4,E10ISRAELNAZI,N
37875,I_4,E11COLLECTIVEBLAME,N
12357,I_4,E6ISRAELLOYALTY,N
12357,I_4,E6GLOBALLOYALTY,N
12357,I_4,E7JEWISHRIGHTS,N
12357,I_4,E7ISRAELRACIST,N
12357,I_4,E8DOUBLESTANDARD,N
12357,I_4,E8UNIQUEDEMAND,N
12357,I_4,E9CLASSICSYMBOL,N
12357,I_4,E9JESUSKILLING,N
12357,I_4,E9BLOODLIBEL,N
12357,I_4,E9CHARACTERIZEISRAEL,N
12357,I_4,E10ISRAELNAZI,N
12357,I_4,E11COLLECTIVEBLAME,N
29054,I_4,E6ISRAELLOYALTY,N
29054,I_4,E6GLOBALLOYALTY,N
29054,I_4,E7JEWISHRIGHTS,N
29054,I_4,E7ISRAELRACIST,N
29054,I_4,E8DOUBLESTANDARD,N
29054,I_4,E8UNIQUEDEMAND,N
29054,I_4,E9CLASSICSYMBOL,N
29054,I_4,E9JESUSKILLING,N
29054,I_4,E9BLOODLIBEL,N
29054,I_4,E9CHARACTERIZEISRAEL,N
29054,I_4,E10ISRAELNAZI,N
29054,I_4,E11COLLECTIVEBLAME,N
33025,I_4,E6ISRAELLOYALTY,N
33025,I_4,E6GLOBALLOYALTY,N
33025,I_4,E7JEWISHRIGHTS,N
33025,I_4,E7ISRAELRACIST,N
33025,I_4,E8DOUBLESTANDARD,N
33025,I_4,E8UNIQUEDEMAND,N
33025,I_4,E9CLASSICSYMBOL,N
33025,I_4,E9JESUSKILLING,N
33025,I_4,E9BLOODLIBEL,N
33025,I_4,E9CHARACTERIZEISRAEL,N
33025,I_4,E10ISRAELNAZI,N
33025,I_4,E11COLLECTIVEBLAME,N
8563,I_4,E6ISRAELLOYALTY,N
8563,I_4,E6GLOBALLOYALTY,N
8563,I_4,E7JEWISHRIGHTS,N
8563,I_4,E7ISRAELRACIST,N
8563,I_4,E8DOUBLESTANDARD,N
8563,I_4,E8UNIQUEDEMAND,N
8563,I_4,E9CLASSICSYMBOL,N
8563,I_4,E9JESUSKILLING,N
8563,I_4,E9BLOODLIBEL,N
8563,I_4,E9CHARACTERIZEISRAEL,N
8563,I_4,E10ISRAELNAZI,N
8563,I_4,E11COLLECTIVEBLAME,N
17712,I_4,E6ISRAELLOYALTY,N
17712,I_4,E6GLOBALLOYALTY,N
17712,I_4,E7JEWISHRIGHTS,N
17712,I_4,E7ISRAELRACIST,N
17712,I_4,E8DOUBLESTANDARD,N
17712,I_4,E8UNIQUEDEMAND,N
17712,I_4,E9CLASSICSYMBOL,N
17712,I_4,E9JESUSKILLING,N
17712,I_4,E9BLOODLIBEL,N
17712,I_4,E9CHARACTERIZEISRAEL,N
17712,I_4,E10ISRAELNAZI,N
17712,I_4,E11COLLECTIVEBLAME,N
1071,I_4,E6ISRAELLOYALTY,N
1071,I_4,E6GLOBALLOYALTY,N
1071,I_4,E7JEWISHRIGHTS,N
1071,I_4,E7ISRAELRACIST,N
1071,I_4,E8DOUBLESTANDARD,N
1071,I_4,E8UNIQUEDEMAND,N
1071,I_4,E9CLASSICSYMBOL,N
1071,I_4,E9JESUSKILLING,N
1071,I_4,E9BLOODLIBEL,N
1071,I_4,E9CHARACTERIZEISRAEL,N
1071,I_4,E10ISRAELNAZI,N
1071,I_4,E11COLLECTIVEBLAME,N
20537,I_4,E6ISRAELLOYALTY,N
20537,I_4,E6GLOBALLOYALTY,N
20537,I_4,E7JEWISHRIGHTS,N
20537,I_4,E7ISRAELRACIST,N
20537,I_4,E8DOUBLESTANDARD,N
20537,I_4,E8UNIQUEDEMAND,N
20537,I_4,E9CLASSICSYMBOL,N
20537,I_4,E9JESUSKILLING,N
20537,I_4,E9BLOODLIBEL,N
20537,I_4,E9CHARACTERIZEISRAEL,N
20537,I_4,E10ISRAELNAZI,N
20537,I_4,E11COLLECTIVEBLAME,N
5416,I_4,E6ISRAELLOYALTY,N
5416,I_4,E6GLOBALLOYALTY,N
5416,I_4,E7JEWISHRIGHTS,N
5416,I_4,E7ISRAELRACIST,N
5416,I_4,E8DOUBLESTANDARD,N
5416,I_4,E8UNIQUEDEMAND,N
5416,I_4,E9CLASSICSYMBOL,N
5416,I_4,E9JESUSKILLING,N
5416,I_4,E9BLOODLIBEL,N
5416,I_4,E9CHARACTERIZEISRAEL,N
5416,I_4,E10ISRAELNAZI,N
5416,I_4,E11COLLECTIVEBLAME,N
11314,I_4,E6ISRAELLOYALTY,N
11314,I_4,E6GLOBALLOYALTY,N
11314,I_4,E7JEWISHRIGHTS,N
11314,I_4,E7ISRAELRACIST,N
11314,I_4,E8DOUBLESTANDARD,N
11314,I_4,E8UNIQUEDEMAND,N
11314,I_4,E9CLASSICSYMBOL,N
11314,I_4,E9JESUSKILLING,N
11314,I_4,E9BLOODLIBEL,N
11314,I_4,E9CHARACTERIZEISRAEL,N
11314,I_4,E10ISRAELNAZI,N
11314,I_4,E11COLLECTIVEBLAME,N
24778,I_4,E6ISRAELLOYALTY,N
24778,I_4,E6GLOBALLOYALTY,N
24778,I_4,E7JEWISHRIGHTS,N
24778,I_4,E7ISRAELRACIST,N
24778,I_4,E8DOUBLESTANDARD,N
24778,I_4,E8UNIQUEDEMAND,N
24778,I_4,E9CLASSICSYMBOL,N
24778,I_4,E9JESUSKILLING,N
24778,I_4,E9BLOODLIBEL,N
24778,I_4,E9CHARACTERIZEISRAEL,N
24778,I_4,E10ISRAELNAZI,N
24778,I_4,E11COLLECTIVEBLAME,N
10174,I_4,E6ISRAELLOYALTY,N
10174,I_4,E6GLOBALLOYALTY,N
10174,I_4,E7JEWISHRIGHTS,N
10174,I_4,E7ISRAELRACIST,N
10174,I_4,E8DOUBLESTANDARD,N
10174,I_4,E8UNIQUEDEMAND,N
10174,I_4,E9CLASSICSYMBOL,N
10174,I_4,E9JESUSKILLING,N
10174,I_4,E9BLOODLIBEL,N
10174,I_4,E9CHARACTERIZEISRAEL,N
10174,I_4,E10ISRAELNAZI,N
10174,I_4,E11COLLECTIVEBLAME,N
40551,I_4,E6ISRAELLOYALTY,N
40551,I_4,E6GLOBALLOYALTY,I
40551,I_4,E7JEWISHRIGHTS,N
40551,I_4,E7ISRAELRACIST,N
40551,I_4,E8DOUBLESTANDARD,N
40551,I_4,E8UNIQUEDEMAND,N
40551,I_4,E9CLASSICSYMBOL,N
40551,I_4,E9JESUSKILLING,N
40551,I_4,E9BLOODLIBEL,N
40551,I_4,E9CHARACTERIZEISRAEL,N
40551,I_4,E10ISRAELNAZI,N
40551,I_4,E11COLLECTIVEBLAME,I
45458,I_4,E6ISRAELLOYALTY,N
45458,I_4,E6GLOBALLOYALTY,N
45458,I_4,E7JEWISHRIGHTS,N
45458,I_4,E7ISRAELRACIST,N
45458,I_4,E8DOUBLESTANDARD,N
45458,I_4,E8UNIQUEDEMAND,N
45458,I_4,E9CLASSICSYMBOL,N
45458,I_4,E9JESUSKILLING,N
45458,I_4,E9BLOODLIBEL,N
45458,I_4,E9CHARACTERIZEISRAEL,N
45458,I_4,E10ISRAELNAZI,N
45458,I_4,E11COLLECTIVEBLAME,N
20872,I_4,E6ISRAELLOYALTY,N
20872,I_4,E6GLOBALLOYALTY,N
20872,I_4,E7JEWISHRIGHTS,N
20872,I_4,E7ISRAELRACIST,N
20872,I_4,E8DOUBLESTANDARD,N
20872,I_4,E8UNIQUEDEMAND,N
20872,I_4,E9CLASSICSYMBOL,N
20872,I_4,E9JESUSKILLING,N
20872,I_4,E9BLOODLIBEL,N
20872,I_4,E9CHARACTERIZEISRAEL,N
20872,I_4,E10ISRAELNAZI,N
20872,I_4,E11COLLECTIVEBLAME,N
22303,I_4,E6ISRAELLOYALTY,N
22303,I_4,E6GLOBALLOYALTY,N
22303,I_4,E7JEWISHRIGHTS,N
22303,I_4,E7ISRAELRACIST,N
22303,I_4,E8DOUBLESTANDARD,N
22303,I_4,E8UNIQUEDEMAND,N
22303,I_4,E9CLASSICSYMBOL,N
22303,I_4,E9JESUSKILLING,N
22303,I_4,E9BLOODLIBEL,N
22303,I_4,E9CHARACTERIZEISRAEL,N
22303,I_4,E10ISRAELNAZI,N
22303,I_4,E11COLLECTIVEBLAME,N
47211,I_4,E6ISRAELLOYALTY,N
47211,I_4,E6GLOBALLOYALTY,N
47211,I_4,E7JEWISHRIGHTS,N
47211,I_4,E7ISRAELRACIST,N
47211,I_4,E8DOUBLESTANDARD,N
47211,I_4,E8UNIQUEDEMAND,N
47211,I_4,E9CLASSICSYMBOL,N
47211,I_4,E9JESUSKILLING,N
47211,I_4,E9BLOODLIBEL,N
47211,I_4,E9CHARACTERIZEISRAEL,N
47211,I_4,E10ISRAELNAZI,N
47211,I_4,E11COLLECTIVEBLAME,N
15691,I_4,E6ISRAELLOYALTY,N
15691,I_4,E6GLOBALLOYALTY,N
15691,I_4,E7JEWISHRIGHTS,N
15691,I_4,E7ISRAELRACIST,N
15691,I_4,E8DOUBLESTANDARD,N
15691,I_4,E8UNIQUEDEMAND,N
15691,I_4,E9CLASSICSYMBOL,N
15691,I_4,E9JESUSKILLING,N
15691,I_4,E9BLOODLIBEL,N
15691,I_4,E9CHARACTERIZEISRAEL,N
15691,I_4,E10ISRAELNAZI,N
15691,I_4,E11COLLECTIVEBLAME,N
40427,I_4,E6ISRAELLOYALTY,N
40427,I_4,E6GLOBALLOYALTY,N
40427,I_4,E7JEWISHRIGHTS,N
40427,I_4,E7ISRAELRACIST,N
40427,I_4,E8DOUBLESTANDARD,N
40427,I_4,E8UNIQUEDEMAND,N
40427,I_4,E9CLASSICSYMBOL,N
40427,I_4,E9JESUSKILLING,N
40427,I_4,E9BLOODLIBEL,N
40427,I_4,E9CHARACTERIZEISRAEL,N
40427,I_4,E10ISRAELNAZI,N
40427,I_4,E11COLLECTIVEBLAME,N
11064,I_4,E6ISRAELLOYALTY,N
11064,I_4,E6GLOBALLOYALTY,N
11064,I_4,E7JEWISHRIGHTS,I
11064,I_4,E7ISRAELRACIST,N
11064,I_4,E8DOUBLESTANDARD,N
11064,I_4,E8UNIQUEDEMAND,N
11064,I_4,E9CLASSICSYMBOL,N
11064,I_4,E9JESUSKILLING,N
11064,I_4,E9BLOODLIBEL,N
11064,I_4,E9CHARACTERIZEISRAEL,N
11064,I_4,E10ISRAELNAZI,N
11064,I_4,E11COLLECTIVEBLAME,N
28351,I_4,E6ISRAELLOYALTY,N
28351,I_4,E6GLOBALLOYALTY,N
28351,I_4,E7JEWISHRIGHTS,I
28351,I_4,E7ISRAELRACIST,I
28351,I_4,E8DOUBLESTANDARD,N
28351,I_4,E8UNIQUEDEMAND,N
28351,I_4,E9CLASSICSYMBOL,N
28351,I_4,E9JESUSKILLING,N
28351,I_4,E9BLOODLIBEL,N
28351,I_4,E9CHARACTERIZEISRAEL,N
28351,I_4,E10ISRAELNAZI,N
28351,I_4,E11COLLECTIVEBLAME,N
11025,I_4,E6ISRAELLOYALTY,N
11025,I_4,E6GLOBALLOYALTY,N
11025,I_4,E7JEWISHRIGHTS,N
11025,I_4,E7ISRAELRACIST,N
11025,I_4,E8DOUBLESTANDARD,N
11025,I_4,E8UNIQUEDEMAND,N
11025,I_4,E9CLASSICSYMBOL,N
11025,I_4,E9JESUSKILLING,N
11025,I_4,E9BLOODLIBEL,N
11025,I_4,E9CHARACTERIZEISRAEL,N
11025,I_4,E10ISRAELNAZI,N
11025,I_4,E11COLLECTIVEBLAME,N
20737,I_4,E6ISRAELLOYALTY,N
20737,I_4,E6GLOBALLOYALTY,N
20737,I_4,E7JEWISHRIGHTS,N
20737,I_4,E7ISRAELRACIST,N
20737,I_4,E8DOUBLESTANDARD,N
20737,I_4,E8UNIQUEDEMAND,N
20737,I_4,E9CLASSICSYMBOL,N
20737,I_4,E9JESUSKILLING,N
20737,I_4,E9BLOODLIBEL,N
20737,I_4,E9CHARACTERIZEISRAEL,N
20737,I_4,E10ISRAELNAZI,N
20737,I_4,E11COLLECTIVEBLAME,N
43727,I_4,E6ISRAELLOYALTY,N
43727,I_4,E6GLOBALLOYALTY,N
43727,I_4,E7JEWISHRIGHTS,N
43727,I_4,E7ISRAELRACIST,N
43727,I_4,E8DOUBLESTANDARD,N
43727,I_4,E8UNIQUEDEMAND,N
43727,I_4,E9CLASSICSYMBOL,N
43727,I_4,E9JESUSKILLING,N
43727,I_4,E9BLOODLIBEL,N
43727,I_4,E9CHARACTERIZEISRAEL,N
43727,I_4,E10ISRAELNAZI,N
43727,I_4,E11COLLECTIVEBLAME,N
4362,I_4,E6ISRAELLOYALTY,N
4362,I_4,E6GLOBALLOYALTY,N
4362,I_4,E7JEWISHRIGHTS,N
4362,I_4,E7ISRAELRACIST,N
4362,I_4,E8DOUBLESTANDARD,N
4362,I_4,E8UNIQUEDEMAND,N
4362,I_4,E9CLASSICSYMBOL,N
4362,I_4,E9JESUSKILLING,N
4362,I_4,E9BLOODLIBEL,N
4362,I_4,E9CHARACTERIZEISRAEL,N
4362,I_4,E10ISRAELNAZI,N
4362,I_4,E11COLLECTIVEBLAME,N
45741,I_4,E6ISRAELLOYALTY,N
45741,I_4,E6GLOBALLOYALTY,N
45741,I_4,E7JEWISHRIGHTS,N
45741,I_4,E7ISRAELRACIST,N
45741,I_4,E8DOUBLESTANDARD,N
45741,I_4,E8UNIQUEDEMAND,N
45741,I_4,E9CLASSICSYMBOL,N
45741,I_4,E9JESUSKILLING,N
45741,I_4,E9BLOODLIBEL,N
45741,I_4,E9CHARACTERIZEISRAEL,N
45741,I_4,E10ISRAELNAZI,N
45741,I_4,E11COLLECTIVEBLAME,N
1034,I_4,E6ISRAELLOYALTY,N
1034,I_4,E6GLOBALLOYALTY,N
1034,I_4,E7JEWISHRIGHTS,N
1034,I_4,E7ISRAELRACIST,N
1034,I_4,E8DOUBLESTANDARD,N
1034,I_4,E8UNIQUEDEMAND,N
1034,I_4,E9CLASSICSYMBOL,N
1034,I_4,E9JESUSKILLING,N
1034,I_4,E9BLOODLIBEL,N
1034,I_4,E9CHARACTERIZEISRAEL,N
1034,I_4,E10ISRAELNAZI,N
1034,I_4,E11COLLECTIVEBLAME,N
47447,I_4,E6ISRAELLOYALTY,I
47447,I_4,E6GLOBALLOYALTY,I
47447,I_4,E7JEWISHRIGHTS,N
47447,I_4,E7ISRAELRACIST,N
47447,I_4,E8DOUBLESTANDARD,N
47447,I_4,E8UNIQUEDEMAND,N
47447,I_4,E9CLASSICSYMBOL,N
47447,I_4,E9JESUSKILLING,N
47447,I_4,E9BLOODLIBEL,N
47447,I_4,E9CHARACTERIZEISRAEL,N
47447,I_4,E10ISRAELNAZI,N
