comment_id,block,code_id,label,label_source
27773,J_1,A1ESSENTIAL,N,sonnet
27773,J_1,A2EVIL,N,sonnet
27773,J_1,A2CONSPIRACY,N,sonnet
27773,J_1,A2HIDDENPOWER,N,sonnet
27773,J_1,A2COLLECTIVEAGENDA,N,sonnet
27773,J_1,A2CONTROLGOV,N,sonnet
27773,J_1,A2CONTROLBANKS,N,sonnet
27773,J_1,A2CONTROLMEDIA,N,sonnet
27773,J_1,A2LOYALTY,N,sonnet
27773,J_1,A2DISEASE,N,sonnet
27773,J_1,A3WEALTH,N,sonnet
27773,J_1,A3STINGY,N,sonnet
27773,J_1,A3UNPATRIOTIC,N,sonnet
27773,J_1,A3CARICATURE,N,sonnet
27773,J_1,A3VIOLENCE,N,sonnet
27773,J_1,A3SYNAGOGUE,N,sonnet
27773,J_1,A3SWASTIKA,N,sonnet
27773,J_1,A3DISCRIMINATION,N,sonnet
29494,J_1,A1ESSENTIAL,N,sonnet
29494,J_1,A2EVIL,N,sonnet
29494,J_1,A2CONSPIRACY,N,sonnet
29494,J_1,A2HIDDENPOWER,N,sonnet
29494,J_1,A2COLLECTIVEAGENDA,N,sonnet
29494,J_1,A2CONTROLGOV,N,sonnet
29494,J_1,A2CONTROLBANKS,N,sonnet
29494,J_1,A2CONTROLMEDIA,N,sonnet
29494,J_1,A2LOYALTY,N,sonnet
29494,J_1,A2DISEASE,N,sonnet
29494,J_1,A3WEALTH,N,sonnet
29494,J_1,A3STINGY,N,sonnet
29494,J_1,A3UNPATRIOTIC,N,sonnet
29494,J_1,A3CARICATURE,N,sonnet
29494,J_1,A3VIOLENCE,N,sonnet
29494,J_1,A3SYNAGOGUE,N,sonnet
29494,J_1,A3SWASTIKA,N,sonnet
29494,J_1,A3DISCRIMINATION,N,sonnet
15820,J_1,A1ESSENTIAL,N,sonnet
15820,J_1,A2EVIL,N,sonnet
15820,J_1,A2CONSPIRACY,N,sonnet
15820,J_1,A2HIDDENPOWER,N,sonnet
15820,J_1,A2COLLECTIVEAGENDA,N,sonnet
15820,J_1,A2CONTROLGOV,N,sonnet
15820,J_1,A2CONTROLBANKS,N,sonnet
15820,J_1,A2CONTROLMEDIA,N,sonnet
15820,J_1,A2LOYALTY,N,sonnet
15820,J_1,A2DISEASE,N,sonnet
15820,J_1,A3WEALTH,N,sonnet
15820,J_1,A3STINGY,N,sonnet
15820,J_1,A3UNPATRIOTIC,N,sonnet
15820,J_1,A3CARICATURE,N,sonnet
15820,J_1,A3VIOLENCE,N,sonnet
15820,J_1,A3SYNAGOGUE,N,sonnet
15820,J_1,A3SWASTIKA,N,sonnet
15820,J_1,A3DISCRIMINATION,N,sonnet
43550,J_1,A1ESSENTIAL,N,sonnet
43550,J_1,A2EVIL,N,sonnet
43550,J_1,A2CONSPIRACY,N,sonnet
43550,J_1,A2HIDDENPOWER,N,sonnet
43550,J_1,A2COLLECTIVEAGENDA,N,sonnet
43550,J_1,A2CONTROLGOV,N,sonnet
43550,J_1,A2CONTROLBANKS,N,sonnet
43550,J_1,A2CONTROLMEDIA,N,sonnet
43550,J_1,A2LOYALTY,N,sonnet
43550,J_1,A2DISEASE,N,sonnet
43550,J_1,A3WEALTH,N,sonnet
43550,J_1,A3STINGY,N,sonnet
43550,J_1,A3UNPATRIOTIC,N,sonnet
43550,J_1,A3CARICATURE,N,sonnet
43550,J_1,A3VIOLENCE,N,sonnet
43550,J_1,A3SYNAGOGUE,N,sonnet
43550,J_1,A3SWASTIKA,N,sonnet
43550,J_1,A3DISCRIMINATION,N,sonnet
35164,J_1,A1ESSENTIAL,N,sonnet
35164,J_1,A2EVIL,N,sonnet
35164,J_1,A2CONSPIRACY,N,sonnet
35164,J_1,A2HIDDENPOWER,N,sonnet
35164,J_1,A2COLLECTIVEAGENDA,N,sonnet
35164,J_1,A2CONTROLGOV,N,sonnet
35164,J_1,A2CONTROLBANKS,N,sonnet
35164,J_1,A2CONTROLMEDIA,N,sonnet
35164,J_1,A2LOYALTY,N,sonnet
35164,J_1,A2DISEASE,N,sonnet
35164,J_1,A3WEALTH,N,sonnet
35164,J_1,A3STINGY,N,sonnet
35164,J_1,A3UNPATRIOTIC,N,sonnet
35164,J_1,A3CARICATURE,N,sonnet
35164,J_1,A3VIOLENCE,N,sonnet
35164,J_1,A3SYNAGOGUE,N,sonnet
35164,J_1,A3SWASTIKA,N,sonnet
35164,J_1,A3DISCRIMINATION,N,sonnet
34142,J_1,A1ESSENTIAL,N,sonnet
34142,J_1,A2EVIL,N,sonnet
34142,J_1,A2CONSPIRACY,N,sonnet
34142,J_1,A2HIDDENPOWER,N,sonnet
34142,J_1,A2COLLECTIVEAGENDA,N,sonnet
34142,J_1,A2CONTROLGOV,N,sonnet
34142,J_1,A2CONTROLBANKS,N,sonnet
34142,J_1,A2CONTROLMEDIA,N,sonnet
34142,J_1,A2LOYALTY,N,sonnet
34142,J_1,A2DISEASE,N,sonnet
34142,J_1,A3WEALTH,N,sonnet
34142,J_1,A3STINGY,N,sonnet
34142,J_1,A3UNPATRIOTIC,N,sonnet
34142,J_1,A3CARICATURE,N,sonnet
34142,J_1,A3VIOLENCE,N,sonnet
34142,J_1,A3SYNAGOGUE,N,sonnet
34142,J_1,A3SWASTIKA,N,sonnet
34142,J_1,A3DISCRIMINATION,N,sonnet
34950,J_1,A1ESSENTIAL,N,sonnet
34950,J_1,A2EVIL,N,sonnet
34950,J_1,A2CONSPIRACY,N,sonnet
34950,J_1,A2HIDDENPOWER,N,sonnet
34950,J_1,A2COLLECTIVEAGENDA,N,sonnet
34950,J_1,A2CONTROLGOV,N,sonnet
34950,J_1,A2CONTROLBANKS,N,sonnet
34950,J_1,A2CONTROLMEDIA,N,sonnet
34950,J_1,A2LOYALTY,N,sonnet
34950,J_1,A2DISEASE,N,sonnet
34950,J_1,A3WEALTH,N,sonnet
34950,J_1,A3STINGY,N,sonnet
34950,J_1,A3UNPATRIOTIC,N,sonnet
34950,J_1,A3CARICATURE,N,sonnet
34950,J_1,A3VIOLENCE,N,sonnet
34950,J_1,A3SYNAGOGUE,N,sonnet
34950,J_1,A3SWASTIKA,N,sonnet
34950,J_1,A3DISCRIMINATION,N,sonnet
20830,J_1,A1ESSENTIAL,N,sonnet
20830,J_1,A2EVIL,N,sonnet
20830,J_1,A2CONSPIRACY,N,sonnet
20830,J_1,A2HIDDENPOWER,N,sonnet
20830,J_1,A2COLLECTIVEAGENDA,N,sonnet
20830,J_1,A2CONTROLGOV,N,sonnet
20830,J_1,A2CONTROLBANKS,N,sonnet
20830,J_1,A2CONTROLMEDIA,N,sonnet
20830,J_1,A2LOYALTY,N,sonnet
20830,J_1,A2DISEASE,N,sonnet
20830,J_1,A3WEALTH,N,sonnet
20830,J_1,A3STINGY,N,sonnet
20830,J_1,A3UNPATRIOTIC,N,sonnet
20830,J_1,A3CARICATURE,N,sonnet
20830,J_1,A3VIOLENCE,N,sonnet
20830,J_1,A3SYNAGOGUE,N,sonnet
20830,J_1,A3SWASTIKA,N,sonnet
20830,J_1,A3DISCRIMINATION,N,sonnet
4933,J_1,A1ESSENTIAL,N,sonnet
4933,J_1,A2EVIL,N,sonnet
4933,J_1,A2CONSPIRACY,N,sonnet
4933,J_1,A2HIDDENPOWER,N,sonnet
4933,J_1,A2COLLECTIVEAGENDA,N,sonnet
4933,J_1,A2CONTROLGOV,N,sonnet
4933,J_1,A2CONTROLBANKS,N,sonnet
4933,J_1,A2CONTROLMEDIA,N,sonnet
4933,J_1,A2LOYALTY,N,sonnet
4933,J_1,A2DISEASE,N,sonnet
4933,J_1,A3WEALTH,N,sonnet
4933,J_1,A3STINGY,N,sonnet
4933,J_1,A3UNPATRIOTIC,N,sonnet
4933,J_1,A3CARICATURE,N,sonnet
4933,J_1,A3VIOLENCE,N,sonnet
4933,J_1,A3SYNAGOGUE,N,sonnet
4933,J_1,A3SWASTIKA,N,sonnet
4933,J_1,A3DISCRIMINATION,N,sonnet
10698,J_1,A1ESSENTIAL,N,sonnet
10698,J_1,A2EVIL,N,sonnet
10698,J_1,A2CONSPIRACY,N,sonnet
10698,J_1,A2HIDDENPOWER,N,sonnet
10698,J_1,A2COLLECTIVEAGENDA,N,sonnet
10698,J_1,A2CONTROLGOV,N,sonnet
10698,J_1,A2CONTROLBANKS,N,sonnet
10698,J_1,A2CONTROLMEDIA,N,sonnet
10698,J_1,A2LOYALTY,N,sonnet
10698,J_1,A2DISEASE,N,sonnet
10698,J_1,A3WEALTH,N,sonnet
10698,J_1,A3STINGY,N,sonnet
10698,J_1,A3UNPATRIOTIC,N,sonnet
10698,J_1,A3CARICATURE,N,sonnet
10698,J_1,A3VIOLENCE,N,sonnet
10698,J_1,A3SYNAGOGUE,N,sonnet
10698,J_1,A3SWASTIKA,N,sonnet
10698,J_1,A3DISCRIMINATION,N,sonnet
42572,J_1,A1ESSENTIAL,N,sonnet
42572,J_1,A2EVIL,N,sonnet
42572,J_1,A2CONSPIRACY,N,sonnet
42572,J_1,A2HIDDENPOWER,N,sonnet
42572,J_1,A2COLLECTIVEAGENDA,N,sonnet
42572,J_1,A2CONTROLGOV,N,sonnet
42572,J_1,A2CONTROLBANKS,N,sonnet
42572,J_1,A2CONTROLMEDIA,N,sonnet
42572,J_1,A2LOYALTY,N,sonnet
42572,J_1,A2DISEASE,N,sonnet
42572,J_1,A3WEALTH,N,sonnet
42572,J_1,A3STINGY,N,sonnet
42572,J_1,A3UNPATRIOTIC,N,sonnet
42572,J_1,A3CARICATURE,N,sonnet
42572,J_1,A3VIOLENCE,N,sonnet
42572,J_1,A3SYNAGOGUE,N,sonnet
42572,J_1,A3SWASTIKA,N,sonnet
42572,J_1,A3DISCRIMINATION,N,sonnet
13437,J_1,A1ESSENTIAL,N,sonnet
13437,J_1,A2EVIL,N,sonnet
13437,J_1,A2CONSPIRACY,N,sonnet
