comment_id,block,code_id,label,label_source
11584,I_1,D1PERCEPTION,N,sonnet
11584,I_1,D1HATE,N,sonnet
11584,I_1,D1MANIFEST,N,sonnet
11584,I_1,D2ISRAELTARGET,N,sonnet
11584,I_1,D2CONSPIRACY,N,sonnet
11584,I_1,D2COLLECTIVEBLAME,N,sonnet
11584,I_1,D2STEREOTYPE,N,sonnet
47651,I_1,D1PERCEPTION,N,sonnet
47651,I_1,D1HATE,N,sonnet
47651,I_1,D1MANIFEST,N,sonnet
47651,I_1,D2ISRAELTARGET,N,sonnet
47651,I_1,D2CONSPIRACY,N,sonnet
47651,I_1,D2COLLECTIVEBLAME,N,sonnet
47651,I_1,D2STEREOTYPE,N,sonnet
16764,I_1,D1PERCEPTION,E,sonnet
16764,I_1,D1HATE,I,sonnet
16764,I_1,D1MANIFEST,E,sonnet
16764,I_1,D2ISRAELTARGET,N,sonnet
16764,I_1,D2CONSPIRACY,I,sonnet
16764,I_1,D2COLLECTIVEBLAME,N,sonnet
16764,I_1,D2STEREOTYPE,E,sonnet
12847,I_1,D1PERCEPTION,N,sonnet
12847,I_1,D1HATE,N,sonnet
12847,I_1,D1MANIFEST,N,sonnet
12847,I_1,D2ISRAELTARGET,N,sonnet
12847,I_1,D2CONSPIRACY,N,sonnet
12847,I_1,D2COLLECTIVEBLAME,N,sonnet
12847,I_1,D2STEREOTYPE,N,sonnet
14532,I_1,D1PERCEPTION,N,sonnet
14532,I_1,D1HATE,N,sonnet
14532,I_1,D1MANIFEST,N,sonnet
14532,I_1,D2ISRAELTARGET,N,sonnet
14532,I_1,D2CONSPIRACY,N,sonnet
14532,I_1,D2COLLECTIVEBLAME,N,sonnet
14532,I_1,D2STEREOTYPE,N,sonnet
11903,I_1,D1PERCEPTION,N,sonnet
11903,I_1,D1HATE,N,sonnet
11903,I_1,D1MANIFEST,N,sonnet
11903,I_1,D2ISRAELTARGET,N,sonnet
11903,I_1,D2CONSPIRACY,N,sonnet
11903,I_1,D2COLLECTIVEBLAME,N,sonnet
11903,I_1,D2STEREOTYPE,N,sonnet
18509,I_1,D1PERCEPTION,N,sonnet
18509,I_1,D1HATE,N,sonnet
18509,I_1,D1MANIFEST,N,sonnet
18509,I_1,D2ISRAELTARGET,N,sonnet
18509,I_1,D2CONSPIRACY,N,sonnet
18509,I_1,D2COLLECTIVEBLAME,N,sonnet
18509,I_1,D2STEREOTYPE,N,sonnet
1699,I_1,D1PERCEPTION,N,sonnet
1699,I_1,D1HATE,N,sonnet
1699,I_1,D1MANIFEST,N,sonnet
1699,I_1,D2ISRAELTARGET,N,sonnet
1699,I_1,D2CONSPIRACY,N,sonnet
1699,I_1,D2COLLECTIVEBLAME,N,sonnet
1699,I_1,D2STEREOTYPE,N,sonnet
24667,I_1,D1PERCEPTION,N,sonnet
24667,I_1,D1HATE,N,sonnet
24667,I_1,D1MANIFEST,N,sonnet
24667,I_1,D2ISRAELTARGET,N,sonnet
24667,I_1,D2CONSPIRACY,N,sonnet
24667,I_1,D2COLLECTIVEBLAME,N,sonnet
24667,I_1,D2STEREOTYPE,N,sonnet
48803,I_1,D1PERCEPTION,I,sonnet
48803,I_1,D1HATE,N,sonnet
48803,I_1,D1MANIFEST,A,sonnet
48803,I_1,D2ISRAELTARGET,N,sonnet
48803,I_1,D2CONSPIRACY,I,sonnet
48803,I_1,D2COLLECTIVEBLAME,I,sonnet
48803,I_1,D2STEREOTYPE,I,sonnet
41636,I_1,D1PERCEPTION,N,sonnet
41636,I_1,D1HATE,N,sonnet
41636,I_1,D1MANIFEST,N,sonnet
41636,I_1,D2ISRAELTARGET,N,sonnet
41636,I_1,D2CONSPIRACY,N,sonnet
41636,I_1,D2COLLECTIVEBLAME,N,sonnet
41636,I_1,D2STEREOTYPE,N,sonnet
44763,I_1,D1PERCEPTION,N,sonnet
44763,I_1,D1HATE,N,sonnet
44763,I_1,D1MANIFEST,N,sonnet
