comment_id,block,code_id,label,label_source
19655,I_3,E4HOLOCAUSTDENIAL,N,sonnet
19655,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
19655,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
19655,I_3,E4HOLOCAUSTINTENT,N,sonnet
19655,I_3,E5HOLOCAUSTINVENT,N,sonnet
19655,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
44956,I_3,E4HOLOCAUSTDENIAL,N,sonnet
44956,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
44956,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
44956,I_3,E4HOLOCAUSTINTENT,N,sonnet
44956,I_3,E5HOLOCAUSTINVENT,N,sonnet
44956,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
3041,I_3,E4HOLOCAUSTDENIAL,N,sonnet
3041,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
3041,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
3041,I_3,E4HOLOCAUSTINTENT,N,sonnet
3041,I_3,E5HOLOCAUSTINVENT,N,sonnet
3041,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
7961,I_3,E4HOLOCAUSTDENIAL,N,sonnet
7961,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
7961,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
7961,I_3,E4HOLOCAUSTINTENT,N,sonnet
7961,I_3,E5HOLOCAUSTINVENT,N,sonnet
7961,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
11456,I_3,E4HOLOCAUSTDENIAL,N,sonnet
11456,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
11456,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
11456,I_3,E4HOLOCAUSTINTENT,N,sonnet
11456,I_3,E5HOLOCAUSTINVENT,N,sonnet
11456,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
10193,I_3,E4HOLOCAUSTDENIAL,N,sonnet
10193,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
10193,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
10193,I_3,E4HOLOCAUSTINTENT,N,sonnet
10193,I_3,E5HOLOCAUSTINVENT,N,sonnet
10193,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
32778,I_3,E4HOLOCAUSTDENIAL,N,sonnet
32778,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
32778,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
32778,I_3,E4HOLOCAUSTINTENT,N,sonnet
32778,I_3,E5HOLOCAUSTINVENT,N,sonnet
32778,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
42415,I_3,E4HOLOCAUSTDENIAL,N,sonnet
42415,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
42415,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
42415,I_3,E4HOLOCAUSTINTENT,N,sonnet
42415,I_3,E5HOLOCAUSTINVENT,N,sonnet
42415,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
46846,I_3,E4HOLOCAUSTDENIAL,N,sonnet
46846,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
46846,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
46846,I_3,E4HOLOCAUSTINTENT,N,sonnet
46846,I_3,E5HOLOCAUSTINVENT,N,sonnet
46846,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
37994,I_3,E4HOLOCAUSTDENIAL,N,sonnet
37994,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
37994,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
37994,I_3,E4HOLOCAUSTINTENT,N,sonnet
37994,I_3,E5HOLOCAUSTINVENT,N,sonnet
37994,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
13979,I_3,E4HOLOCAUSTDENIAL,N,sonnet
13979,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
13979,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
13979,I_3,E4HOLOCAUSTINTENT,N,sonnet
13979,I_3,E5HOLOCAUSTINVENT,N,sonnet
13979,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
49208,I_3,E4HOLOCAUSTDENIAL,N,sonnet
49208,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
49208,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
49208,I_3,E4HOLOCAUSTINTENT,N,sonnet
49208,I_3,E5HOLOCAUSTINVENT,N,sonnet
49208,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
45003,I_3,E4HOLOCAUSTDENIAL,N,sonnet
45003,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
45003,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
45003,I_3,E4HOLOCAUSTINTENT,N,sonnet
45003,I_3,E5HOLOCAUSTINVENT,N,sonnet
45003,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
1561,I_3,E4HOLOCAUSTDENIAL,N,sonnet
1561,I_3,E4HOLOCAUSTMINIMIZE,N,sonnet
1561,I_3,E4HOLOCAUSTMECHANISM,N,sonnet
1561,I_3,E4HOLOCAUSTINTENT,N,sonnet
1561,I_3,E5HOLOCAUSTINVENT,N,sonnet
1561,I_3,E5HOLOCAUSTEXAGGERATE,N,sonnet
