comment_id,block,code_id,label,label_source
20267,J_NO_1,C11PALESTINIANJUSTICE,N,gpt4o
20267,J_NO_1,C11PALESTINIANRIGHTS,N,gpt4o
20267,J_NO_1,C12ZIONCRITICAL,N,gpt4o
20267,J_NO_1,C12SOLUTIONS,N,gpt4o
20267,J_NO_1,C12EQUALRIGHTS,N,gpt4o
20267,J_NO_1,C13ISRAELEVIDENCE,N,gpt4o
20267,J_NO_1,C13ISRAELINSTITUTIONS,N,gpt4o
20267,J_NO_1,C13ISRAELPOLICIES,N,gpt4o
20267,J_NO_1,C13ISRAELOPT,N,gpt4o
20267,J_NO_1,C13ISRAELREGION,N,gpt4o
20267,J_NO_1,C13ISRAELDISCRIMINATION,N,gpt4o
20267,J_NO_1,C13ISRAELNORMS,N,gpt4o
20267,J_NO_1,C13ISRAELCOMPARE,N,gpt4o
20267,J_NO_1,C14BDS,N,gpt4o
20267,J_NO_1,C15REASONABLE,N,gpt4o
20267,J_NO_1,C15DOUBLESTANDARD,N,gpt4o
49245,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
49245,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
49245,J_NO_1,C12ZIONCRITICAL,N,sonnet
49245,J_NO_1,C12SOLUTIONS,N,sonnet
49245,J_NO_1,C12EQUALRIGHTS,N,sonnet
49245,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
49245,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
49245,J_NO_1,C13ISRAELPOLICIES,N,sonnet
49245,J_NO_1,C13ISRAELOPT,N,sonnet
49245,J_NO_1,C13ISRAELREGION,N,sonnet
49245,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
49245,J_NO_1,C13ISRAELNORMS,N,sonnet
49245,J_NO_1,C13ISRAELCOMPARE,N,sonnet
49245,J_NO_1,C14BDS,N,sonnet
49245,J_NO_1,C15REASONABLE,N,sonnet
49245,J_NO_1,C15DOUBLESTANDARD,N,sonnet
27940,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
27940,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
27940,J_NO_1,C12ZIONCRITICAL,N,sonnet
27940,J_NO_1,C12SOLUTIONS,N,sonnet
27940,J_NO_1,C12EQUALRIGHTS,N,sonnet
27940,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
27940,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
27940,J_NO_1,C13ISRAELPOLICIES,N,sonnet
27940,J_NO_1,C13ISRAELOPT,N,sonnet
27940,J_NO_1,C13ISRAELREGION,N,sonnet
27940,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
27940,J_NO_1,C13ISRAELNORMS,N,sonnet
27940,J_NO_1,C13ISRAELCOMPARE,N,sonnet
27940,J_NO_1,C14BDS,N,sonnet
27940,J_NO_1,C15REASONABLE,N,sonnet
27940,J_NO_1,C15DOUBLESTANDARD,N,sonnet
41889,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
41889,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
41889,J_NO_1,C12ZIONCRITICAL,N,sonnet
41889,J_NO_1,C12SOLUTIONS,N,sonnet
41889,J_NO_1,C12EQUALRIGHTS,N,sonnet
41889,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
41889,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
41889,J_NO_1,C13ISRAELPOLICIES,N,sonnet
41889,J_NO_1,C13ISRAELOPT,N,sonnet
41889,J_NO_1,C13ISRAELREGION,N,sonnet
41889,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
41889,J_NO_1,C13ISRAELNORMS,N,sonnet
41889,J_NO_1,C13ISRAELCOMPARE,N,sonnet
41889,J_NO_1,C14BDS,N,sonnet
41889,J_NO_1,C15REASONABLE,N,sonnet
41889,J_NO_1,C15DOUBLESTANDARD,N,sonnet
47818,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
47818,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
47818,J_NO_1,C12ZIONCRITICAL,N,sonnet
47818,J_NO_1,C12SOLUTIONS,N,sonnet
47818,J_NO_1,C12EQUALRIGHTS,N,sonnet
47818,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
47818,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
47818,J_NO_1,C13ISRAELPOLICIES,N,sonnet
47818,J_NO_1,C13ISRAELOPT,N,sonnet
47818,J_NO_1,C13ISRAELREGION,N,sonnet
47818,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
47818,J_NO_1,C13ISRAELNORMS,N,sonnet
47818,J_NO_1,C13ISRAELCOMPARE,N,sonnet
47818,J_NO_1,C14BDS,N,sonnet
47818,J_NO_1,C15REASONABLE,N,sonnet
47818,J_NO_1,C15DOUBLESTANDARD,N,sonnet
14498,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
14498,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
14498,J_NO_1,C12ZIONCRITICAL,N,sonnet
14498,J_NO_1,C12SOLUTIONS,N,sonnet
14498,J_NO_1,C12EQUALRIGHTS,N,sonnet
14498,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
14498,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
14498,J_NO_1,C13ISRAELPOLICIES,N,sonnet
14498,J_NO_1,C13ISRAELOPT,N,sonnet
14498,J_NO_1,C13ISRAELREGION,N,sonnet
14498,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
14498,J_NO_1,C13ISRAELNORMS,N,sonnet
14498,J_NO_1,C13ISRAELCOMPARE,N,sonnet
14498,J_NO_1,C14BDS,N,sonnet
14498,J_NO_1,C15REASONABLE,N,sonnet
14498,J_NO_1,C15DOUBLESTANDARD,N,sonnet
36501,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
36501,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
36501,J_NO_1,C12ZIONCRITICAL,N,sonnet
36501,J_NO_1,C12SOLUTIONS,N,sonnet
36501,J_NO_1,C12EQUALRIGHTS,N,sonnet
36501,J_NO_1,C13ISRAELEVIDENCE,N,sonnet
36501,J_NO_1,C13ISRAELINSTITUTIONS,N,sonnet
36501,J_NO_1,C13ISRAELPOLICIES,N,sonnet
36501,J_NO_1,C13ISRAELOPT,N,sonnet
36501,J_NO_1,C13ISRAELREGION,N,sonnet
36501,J_NO_1,C13ISRAELDISCRIMINATION,N,sonnet
36501,J_NO_1,C13ISRAELNORMS,N,sonnet
36501,J_NO_1,C13ISRAELCOMPARE,N,sonnet
36501,J_NO_1,C14BDS,N,sonnet
36501,J_NO_1,C15REASONABLE,N,sonnet
36501,J_NO_1,C15DOUBLESTANDARD,N,sonnet
14847,J_NO_1,C11PALESTINIANJUSTICE,N,sonnet
14847,J_NO_1,C11PALESTINIANRIGHTS,N,sonnet
14847,J_NO_1,C12ZIONCRITICAL,N,sonnet
14847,J_NO_1,C12SOLUTIONS,N,sonnet
14847,J_NO_1,C12EQUALRIGHTS,N,sonnet
